Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Weight
Macaw,Solai,S09,Blue and Gold Macaw,CKR 0056,Male,Non proven,
Macaw,Solai,S09,Blue and Gold Macaw,JFS207,Female,Non proven,
Macaw,Solai,S10,GREEN WING MACAW,GF01,Male,Non proven,
Macaw,Solai,S10,GREEN WING MACAW,M01,Female,Non proven,
Macaw,Solai,S11,Blue and Gold Macaw,NB125NT2,Male,Non proven,
Macaw,Solai,S11,Blue and Gold Macaw,JFS218,Female,Non proven,
Macaw,Solai,S12,Blue and Gold Macaw,JFS221,Female,Non proven,
Macaw,Solai,S12,Blue and Gold Macaw,JP416,Male,Non proven,
Macaw,Solai,S14,Scarlet Macaw, LA 414,Female,Non proven,
Macaw,Solai,S14,Scarlet Macaw,LFC 3,Male,Non proven,
Macaw,Thenral,T01,GREEN WING MACAW,,,Proven,
Macaw,Thenral,T01,GREEN WING MACAW,,,Proven,
Macaw,Thenral,T02,Scarlet Macaw,No ring(GFO 039),Male,Non proven,
Macaw,Thenral,T02,Scarlet Macaw,13(VJ013),Female,Non proven,
Macaw,Thenral,T03,Scarlet Macaw,CY 435,Female,Proven,
Macaw,Thenral,T03,Scarlet Macaw,LH M 22,,Proven,
Macaw,Thenral,T04,Scarlet Macaw,FF A 401(EFA401),,Proven,
Macaw,Thenral,T04,Scarlet Macaw,019(SAT 8019),,Proven,
Macaw,Thenral,T05,Scarlet Macaw,OO32,Male,Proven,
Macaw,Thenral,T05,Scarlet Macaw,OO38,Female,Proven,
Macaw,Thenral,T06,Blue and Gold Macaw,22,Male,Proven,
Macaw,Thenral,T06,Blue and Gold Macaw,CKR 0083,Female,Proven,
Macaw,Thenral,T07,Blue and Gold Macaw,JP404,Female,Proven,
Macaw,Thenral,T07,Blue and Gold Macaw,JFS210,Male,Proven,
Macaw,Thenral,T08,Blue and Gold Macaw,CKR 24,Female,Proven,
Macaw,Thenral,T08,Blue and Gold Macaw,CKR 20,Male,Proven,
Macaw,Thenral,T09,Blue and Gold Macaw,,,Proven,
Macaw,Thenral,T09,Blue and Gold Macaw,,,Proven,
Macaw,Thenral,T10,Blue and Gold Macaw,JFS201,Male,Non proven,
Macaw,Thenral,T10,Blue and Gold Macaw,CKR 23,Female,Non proven,
Macaw,Thenral,T11,Blue and Gold Macaw,JFS208,Male,Proven,
Macaw,Thenral,T11,Blue and Gold Macaw,JFS223,Female,Proven,
Cockatoo,Vasantham,V09,Triton Cockatoo,CKR 26/28,Male,Non proven,
Cockatoo,Vasantham,V09,Triton Cockatoo,CKR A 019,Female,Non proven,
Cockatoo,Vasantham,V01,Mollucan Cockatoo,,Male,Proven,
Cockatoo,Vasantham,V01,Mollucan Cockatoo,PABW 052,Female,Proven,
Cockatoo,Vasantham,V02,Mollucan Cockatoo,PABW 001,Male,Proven,
Cockatoo,Vasantham,V02,Mollucan Cockatoo,PABW 036,Female,Proven,
Cockatoo,Vasantham,V03,Goffin Cockatoo,167,Male,Proven,
Cockatoo,Vasantham,V03,Goffin Cockatoo,175,Female,Proven,
Cockatoo,Vasantham,V04,Goffin Cockatoo,141,Male,Non proven,
Cockatoo,Vasantham,V04,Goffin Cockatoo,157,Female,Non proven,
Cockatoo,Vasantham,V05,Medium Sulphur Cockatoo,CKR 0002,Female,Proven,
Cockatoo,Vasantham,V05,Medium Sulphur Cockatoo,CKR 03,Male,Proven,
Cockatoo,Vasantham,V06,Triton Cockatoo,CKR A023,Female,Proven,
Cockatoo,Vasantham,V06,Triton Cockatoo,CKR A 044,Male,Proven,
Cockatoo,Vasantham,V07,Triton Cockatoo,No Ring,Male,Non proven,
Cockatoo,Vasantham,V07,Triton Cockatoo,CKR A 042,Female,Non proven,
Cockatoo,Vasantham,V08,Triton Cockatoo,CKR A 025,Female,Proven,
Cockatoo,Vasantham,V08,Triton Cockatoo,CKR A 013,Male,Proven,
Cockatoo,Vasantham,V10,Umbrella Cockatoo,CKR C 006,Male,Proven,
Cockatoo,Vasantham,V10,Umbrella Cockatoo,No Ring,Female,Proven,
Cockatoo,Vasantham,V11,Triton Cockatoo,CKR A 041,Female,Proven,
Cockatoo,Vasantham,V11,Triton Cockatoo,CKR A 020,Male,Proven,
Cockatoo,Vasantham,V12,Umbrella Cockatoo,CKR 10,Female,Proven,
Cockatoo,Vasantham,V12,Umbrella Cockatoo,No Ring,Male,Proven,
Cockatoo,Vasantham,V13,Umbrella Cockatoo,CKR 13,Female,Proven,
Cockatoo,Vasantham,V13,Umbrella Cockatoo,No Ring,Male,Proven,
Cockatoo,Vasantham,V14,Triton Cockatoo,CKR A 009,Male,Proven,
Cockatoo,Vasantham,V14,Triton Cockatoo,CKR A 022,Female,Proven,
Cockatoo,Vasantham,V15,Mollucan Cockatoo,PABW 053,Female,Proven,
Cockatoo,Vasantham,V15,Mollucan Cockatoo,CKR 0074,Male,Proven,
Cockatoo,Vasantham,V16,Medium Sulphur Cockatoo,CKR A 036,Female,Proven,
Cockatoo,Vasantham,V16,Medium Sulphur Cockatoo,CKR A 030,Male,Proven,
Cockatoo,Vasantham,V17,Medium Sulphur Cockatoo,CKR A 289,Female,Non proven,
Cockatoo,Vasantham,V17,Medium Sulphur Cockatoo,CKR C 444,Male,Non proven,
Cockatoo,Vasantham,V18,Medium Sulphur Cockatoo,CKR A 029,Female,Non proven,
Cockatoo,Vasantham,V18,Medium Sulphur Cockatoo,CKR A 035,Male,Non proven,
Cockatoo,Vasantham,V19,Mollucan Cockatoo,PABW 072,Male,Proven,
Cockatoo,Vasantham,V19,Mollucan Cockatoo,PABW 038,Female,Proven,
Cockatoo,Vasantham,V20,Triton Cockatoo,CKR A 045,Male,Non proven,
Cockatoo,Vasantham,V20,Triton Cockatoo,CKR A 012,Female,Non proven,
Cockatoo,Vasantham,V21,Umbrella Cockatoo,CKR 0003,Female,Proven,
Cockatoo,Vasantham,V21,Umbrella Cockatoo,No Ring,Male,Proven,
